Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2010,2/20/2018,February,2018,90,Madison Ice Arena,639,50,,0,0.080000,0.310000,95,,0,0.150000,0.300000,146,0,0.230000,3665
2010,2/20/2018,February,2018,104,Madison Ice Arena,1481,81,,0,0.050000,0.220000,187,,0,0.130000,0.250000,319,0,0.220000,3666
2010,2/20/2018,February,2018,117,Madison Ice Arena,0,0,,0,0,0,0,,0,0,0,0,0,0,3667
2010,2/20/2018,February,2018,141,Madison Ice Arena,0,0,,0,0,0,0,,0,0,0,0,0,0,3668
2010,2/20/2018,February,2018,91,Falk,1365,133,,0,0.100000,0.390000,287,,0,0.210000,0.420000,495,0,0.360000,3669
2010,2/20/2018,February,2018,92,Meadowridge,1147,87,,0,0.080000,0.300000,189,,0,0.160000,0.330000,298,0,0.260000,3670
2010,2/20/2018,February,2018,95,Meadowridge,1623,113,,0,0.070000,0.280000,285,,0,0.180000,0.350000,459,0,0.280000,3671
2010,2/20/2018,February,2018,93,Good Shepherd,269,17,,0,0.060000,0.250000,33,,0,0.120000,0.250000,59,0,0.220000,3672
2010,2/20/2018,February,2018,94,Good Shepherd,735,46,,0,0.060000,0.250000,133,,0,0.180000,0.360000,231,0,0.310000,3673
2010,2/20/2018,February,2018,96,Heritage,1314,77,,0,0.060000,0.230000,170,,0,0.130000,0.260000,357,1,0.270000,3674
2010,2/20/2018,February,2018,99,Heritage,753,38,,0,0.050000,0.200000,77,,0,0.100000,0.200000,171,0,0.230000,3675
2010,2/20/2018,February,2018,97,St Mary's,753,106,,0,0.140000,0.560000,269,,0,0.360000,0.710000,463,0,0.610000,3676
2010,2/20/2018,February,2018,565,Chavez,2378,138,,0,0.060000,0.230000,295,,0,0.120000,0.250000,565,0,0.240000,3677
2010,2/20/2018,February,2018,100,Meriter - McKee,1663,88,,0,0.050000,0.210000,222,,0,0.130000,0.270000,402,0,0.240000,3678
2010,2/20/2018,February,2018,101,Elver Park,493,22,,0,0.040000,0.180000,67,,0,0.140000,0.270000,119,0,0.240000,3679
2010,2/20/2018,February,2018,102,Elver Park,1063,48,,0,0.050000,0.180000,121,,0,0.110000,0.230000,207,0,0.190000,3680
2010,2/20/2018,February,2018,119,Elver Park,0,0,,0,0,0,0,,0,0,0,0,0,0,3681
2010,2/20/2018,February,2018,121,Elver Park,6,4,,0,0,0,4,,0,0,0,4,0,0,3682
2010,2/20/2018,February,2018,103,West Police,441,13,,0,0.030000,0.120000,27,,0,0.060000,0.120000,59,0,0.130000,3683
2010,2/20/2018,February,2018,114,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,3684
2010,2/20/2018,February,2018,115,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,3685
2010,2/20/2018,February,2018,116,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,3686
2010,2/20/2018,February,2018,105,Coventry Village,1740,78,,0,0.040000,0.180000,193,,0,0.110000,0.220000,386,0,0.220000,3687
2010,2/20/2018,February,2018,107,Coventry Village,1574,169,,0,0.110000,0.430000,275,,0,0.170000,0.350000,423,0,0.270000,3688
2010,2/20/2018,February,2018,127,Coventry Village,0,0,,0,0,0,0,,0,0,0,0,0,0,3689
2010,2/20/2018,February,2018,106,Blackhawk Church,2100,107,,0,0.050000,0.200000,264,,0,0.130000,0.250000,416,0,0.200000,3690
2010,2/20/2018,February,2018,125,Blackhawk Church,2,0,,0,0,0,0,,0,0,0,1,0,0,3691
2010,2/20/2018,February,2018,137,Blackhawk Church,0,0,,0,0,0,0,,0,0,0,0,0,0,3692
2010,2/20/2018,February,2018,140,Blackhawk Church,0,0,,0,0,0,0,,0,0,0,0,0,0,3693
2010,2/20/2018,February,2018,108,Lussier,1484,124,,0,0.080000,0.330000,263,,0,0.180000,0.350000,429,0,0.290000,3694
2010,2/20/2018,February,2018,109,High Point Church,1709,172,,0,0.100000,0.400000,367,,0,0.210000,0.430000,540,0,0.320000,3695
2010,2/20/2018,February,2018,110,Attic Angel Assoc,1220,83,,0,0.070000,0.270000,260,,0,0.210000,0.430000,377,1,0.310000,3696
2010,2/20/2018,February,2018,120,Attic Angel Assoc,0,0,,0,0,0,0,,0,0,0,0,0,0,3697
2010,2/20/2018,February,2018,111,The Jefferson,2000,91,,0,0.050000,0.180000,245,,0,0.120000,0.250000,448,0,0.220000,3698
2010,2/20/2018,February,2018,122,The Jefferson,13,0,,0,0,0,1,,0,0,0,6,0,0.460000,3699
2010,2/20/2018,February,2018,124,The Jefferson,22,3,,0,0,0,6,,0,0,0,2,0,0,3700
2010,2/20/2018,February,2018,138,The Jefferson,0,0,,0,0,0,0,,0,0,0,0,0,0,3701
2010,4/3/2018,April,2018,1,Glendale,1522,92,,0,0.060000,0.240000,220,,0,0.140000,0.290000,484,0,0.320000,3702
2010,4/3/2018,April,2018,2,Glendale,993,112,,0,0.110000,0.450000,229,,0,0.230000,0.460000,443,0,0.450000,3703
2010,4/3/2018,April,2018,123,Glendale,0,0,,0,0,0,0,,0,0,0,0,0,0,3704
2010,4/3/2018,April,2018,3,City Church,777,95,,0,0.120000,0.490000,224,,0,0.290000,0.580000,371,0,0.480000,3705
2010,4/3/2018,April,2018,4,City Church,576,97,,0,0.170000,0.670000,214,,0,0.370000,0.740000,304,0,0.530000,3706
2010,4/3/2018,April,2018,7,City Church,1024,164,,0,0.160000,0.640000,343,,0,0.330000,0.670000,465,0,0.450000,3707
2010,4/3/2018,April,2018,5,Elvehjem,956,101,,0,0.110000,0.420000,280,,0,0.290000,0.590000,413,0,0.430000,3708
2010,4/3/2018,April,2018,6,Elvehjem,1715,196,,0,0.110000,0.460000,481,,0,0.280000,0.560000,827,0,0.480000,3709
2010,4/3/2018,April,2018,8,Door Creek Church,1603,129,,0,0.080000,0.320000,386,,0,0.240000,0.480000,635,0,0.400000,3710
2010,4/3/2018,April,2018,129,Door Creek Church,5,0,,0,0,0,0,,0,0,0,1,0,0.200000,3711
2010,4/3/2018,April,2018,131,Door Creek Church,3,0,,0,0,0,0,,0,0,0,2,0,0.670000,3712
2010,4/3/2018,April,2018,134,Door Creek Church,21,0,,0,0,0,0,,0,0,0,7,0,0.330000,3713
2010,4/3/2018,April,2018,9,Oak Park Place,2152,202,,0,0.090000,0.380000,495,,0,0.230000,0.460000,884,1,0.410000,3714
2010,4/3/2018,April,2018,128,Oak Park Place,3,0,,0,0,0,0,,0,0,0,0,0,0,3715
2010,4/3/2018,April,2018,130,Oak Park Place,0,0,,0,0,0,0,,0,0,0,0,0,0,3716
2010,4/3/2018,April,2018,132,Oak Park Place,3,1,,0,0.330000,1.330000,2,,0,0.670000,1.330000,2,0,0.670000,3717
2010,4/3/2018,April,2018,133,Oak Park Place,2,0,,0,0,0,0,,0,0,0,0,0,0,3718
2010,4/3/2018,April,2018,10,Kennedy,1471,277,,0,0.190000,0.750000,483,,0,0.330000,0.660000,722,0,0.490000,3719
2010,4/3/2018,April,2018,11,American Family,701,49,,0,0.070000,0.280000,111,,0,0.160000,0.320000,216,0,0.310000,3720
2010,4/3/2018,April,2018,17,American Family,696,45,,0,0.060000,0.260000,113,,0,0.160000,0.320000,220,0,0.320000,3721
2010,4/3/2018,April,2018,12,New Beginnings,1727,195,,0,0.110000,0.450000,428,,0,0.250000,0.500000,754,0,0.440000,3722
2010,4/3/2018,April,2018,13,LaFollette,519,68,,0,0.130000,0.520000,129,,0,0.250000,0.500000,228,0,0.440000,3723
2010,4/3/2018,April,2018,14,LaFollette,459,92,,0,0.200000,0.800000,164,,0,0.360000,0.710000,289,0,0.630000,3724
2010,4/3/2018,April,2018,15,LaFollette,1002,146,,0,0.150000,0.580000,288,,0,0.290000,0.570000,527,0,0.530000,3725
2010,4/3/2018,April,2018,16,Whitehorse,2309,387,,0,0.170000,0.670000,728,,0,0.320000,0.630000,1234,1,0.530000,3726
2010,4/3/2018,April,2018,18,Hy-Vee,770,43,,0,0.060000,0.220000,149,,0,0.190000,0.390000,228,0,0.300000,3727
2010,4/3/2018,April,2018,21,Hy-Vee,816,76,,0,0.090000,0.370000,155,,0,0.190000,0.380000,277,0,0.340000,3728
2010,4/3/2018,April,2018,19,E. Madison Community Cntr,722,55,,1,0.080000,0.300000,120,,1,0.170000,0.330000,255,1,0.350000,3729
2010,4/3/2018,April,2018,20,E. Madison Community Cntr,181,22,,0,0.120000,0.490000,43,,0,0.240000,0.480000,78,0,0.430000,3730
2010,4/3/2018,April,2018,22,Streets East,1311,89,,0,0.070000,0.270000,258,,0,0.200000,0.390000,446,0,0.340000,3731
2010,4/3/2018,April,2018,136,Streets East,3,0,,0,0,0,0,,0,0,0,3,0,0,3732
2010,4/3/2018,April,2018,23,Fire Station #11,548,34,,0,0.060000,0.250000,112,,0,0.200000,0.410000,175,0,0.320000,3733
2010,4/3/2018,April,2018,24,Oakwood Village Prairie Ridge,677,94,,0,0.140000,0.560000,243,,0,0.360000,0.720000,309,0,0.460000,3734
2010,4/3/2018,April,2018,25,Sandburg Elementary,1777,171,,0,0.100000,0.380000,345,,0,0.190000,0.390000,632,0,0.360000,3735
2010,4/3/2018,April,2018,26,Eastside Lutheran,1020,112,,0,0.110000,0.440000,259,,0,0.250000,0.510000,413,0,0.400000,3736
2010,4/3/2018,April,2018,126,Eastside Lutheran,0,0,,0,0,0,0,,0,0,0,0,0,0,3737
2010,4/3/2018,April,2018,27,Madison College,15,2,,0,0.130000,0.530000,3,,0,0.200000,0.400000,5,0,0.330000,3738
2010,4/3/2018,April,2018,28,Madison College,1136,122,,0,0.110000,0.430000,343,,0,0.300000,0.600000,547,1,0.480000,3739
2010,4/3/2018,April,2018,29,East High,2368,346,,0,0.150000,0.580000,732,,0,0.310000,0.620000,1413,0,0.600000,3740
2010,4/3/2018,April,2018,30,Sherman,932,109,,0,0.120000,0.470000,250,,0,0.270000,0.540000,393,0,0.420000,3741
2010,4/3/2018,April,2018,31,Lakeview Library,1041,114,,0,0.110000,0.440000,364,,0,0.350000,0.700000,519,0,0.500000,3742
2010,4/3/2018,April,2018,32,Goodwill Madison Northside,673,71,,0,0.110000,0.420000,177,,0,0.260000,0.530000,293,0,0.440000,3743
2010,4/3/2018,April,2018,33,Warner Park,807,87,,0,0.110000,0.430000,162,,0,0.200000,0.400000,230,0,0.290000,3744
2010,4/3/2018,April,2018,34,Warner Park,842,119,,0,0.140000,0.570000,266,,0,0.320000,0.630000,411,0,0.490000,3745
2010,4/3/2018,April,2018,35,Mendota,1083,93,,0,0.090000,0.340000,218,,0,0.200000,0.400000,361,0,0.330000,3746
2010,4/3/2018,April,2018,36,Mendota,1129,216,,0,0.190000,0.770000,406,,0,0.360000,0.720000,551,0,0.490000,3747
2010,4/3/2018,April,2018,37,Lindbergh,1434,161,,0,0.110000,0.450000,404,,1,0.280000,0.560000,665,1,0.460000,3748
2010,4/3/2018,April,2018,38,Blackhawk School,2522,401,,0,0.160000,0.640000,884,,0,0.350000,0.700000,1297,0,0.510000,3749
2010,4/3/2018,April,2018,112,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,3750
2010,4/3/2018,April,2018,118,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,3751
2010,4/3/2018,April,2018,135,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,3752
2010,4/3/2018,April,2018,39,Hawthorne,1412,182,,0,0.130000,0.520000,396,,0,0.280000,0.560000,795,2,0.560000,3753
2010,4/3/2018,April,2018,40,Olbrich,2324,484,,0,0.210000,0.830000,933,,0,0.400000,0.800000,1710,0,0.740000,3754
2010,4/3/2018,April,2018,41,O'Keeffe,2410,463,,0,0.190000,0.770000,958,,0,0.400000,0.800000,1603,1,0.670000,3755
2010,4/3/2018,April,2018,42,Wil-Mar,2410,330,,1,0.140000,0.550000,725,,1,0.300000,0.600000,1385,1,0.570000,3756
2010,4/3/2018,April,2018,43,Madison Central Police District,363,43,,0,0.120000,0.470000,102,,0,0.280000,0.560000,179,0,0.490000,3757
2010,4/3/2018,April,2018,52,Madison Central Police District,585,91,,0,0.160000,0.620000,187,,0,0.320000,0.640000,282,1,0.480000,3758
2010,4/3/2018,April,2018,44,Tenney Park,1609,222,,0,0.140000,0.550000,584,,0,0.360000,0.730000,928,0,0.580000,3759
2010,4/3/2018,April,2018,45,Lapham,2643,351,,0,0.130000,0.530000,702,,0,0.270000,0.530000,1411,2,0.530000,3760
2010,4/3/2018,April,2018,46,Gates of Heaven,1979,178,,0,0.090000,0.360000,377,,1,0.190000,0.380000,883,2,0.450000,3761
2010,4/3/2018,April,2018,47,Lowell Center,1789,68,,0,0.040000,0.150000,172,,1,0.100000,0.190000,346,2,0.190000,3762
2010,4/3/2018,April,2018,48,Lowell Center,889,30,,0,0.030000,0.130000,81,,0,0.090000,0.180000,156,0,0.180000,3763
2010,4/3/2018,April,2018,49,Hub Madison,2405,53,,0,0.020000,0.090000,234,,1,0.100000,0.190000,468,1,0.190000,3764
2010,4/3/2018,April,2018,50,Doyle Administration,2103,108,,0,0.050000,0.210000,250,,0,0.120000,0.240000,547,1,0.260000,3765
2010,4/3/2018,April,2018,51,Central Library,1408,167,,0,0.120000,0.470000,362,,0,0.260000,0.510000,542,1,0.380000,3766
2010,4/3/2018,April,2018,53,Capitol Lakes Retirement,2763,350,,0,0.130000,0.510000,689,,0,0.250000,0.500000,1231,1,0.450000,3767
2010,4/3/2018,April,2018,54,Smith Hall,653,7,,0,0.010000,0.040000,65,,0,0.100000,0.200000,136,0,0.210000,3768
2010,4/3/2018,April,2018,55,Porchlight,2797,66,,0,0.020000,0.090000,266,,0,0.100000,0.190000,518,0,0.190000,3769
2010,4/3/2018,April,2018,56,Gordon Dining,1658,24,,0,0.010000,0.060000,160,,0,0.100000,0.190000,330,0,0.200000,3770
2010,4/3/2018,April,2018,57,UW Memorial Library,1008,19,,0,0.020000,0.080000,80,,0,0.080000,0.160000,170,1,0.170000,3771
2010,4/3/2018,April,2018,58,UW Memorial Union,822,23,,0,0.030000,0.110000,130,,0,0.160000,0.320000,240,0,0.290000,3772
2010,4/3/2018,April,2018,59,Holt Center,1009,30,,0,0.030000,0.120000,142,,0,0.140000,0.280000,272,1,0.270000,3773
2010,4/3/2018,April,2018,60,Eagle Heights,525,52,,0,0.100000,0.400000,106,,0,0.200000,0.400000,201,0,0.380000,3774
2010,4/3/2018,April,2018,61,First Congregational,2067,179,,0,0.090000,0,435,,0,0.210000,0.420000,805,1,0.390000,3775
2010,4/3/2018,April,2018,62,Blessed Sacrament,849,179,,0,0.210000,0.840000,392,,0,0.460000,0.920000,613,0,0.720000,3776
2010,4/3/2018,April,2018,63,West High,1695,189,,0,0.110000,0.450000,478,,0,0.280000,0.560000,816,0,0.480000,3777
2010,4/3/2018,April,2018,64,Hoyt,1345,241,,0,0.180000,0.720000,462,,0,0.340000,0.690000,833,0,0.620000,3778
2010,4/3/2018,April,2018,82,Hoyt,1336,241,,0,0.180000,0.720000,495,,0,0.370000,0.740000,874,0,0.650000,3779
2010,4/3/2018,April,2018,65,Wingra School,2541,482,,0,0.190000,0.760000,968,,1,0.380000,0.760000,1531,1,0.600000,3780
2010,4/3/2018,April,2018,66,St James,2377,287,,0,0.120000,0.480000,636,,0,0.270000,0.540000,1082,0,0.460000,3781
2010,4/3/2018,April,2018,67,Brittingham,1007,85,,0,0.080000,0.340000,189,,1,0.190000,0.380000,370,2,0.370000,3782
2010,4/3/2018,April,2018,68,Trinity UMC,1039,132,,0,0.130000,0.510000,268,,1,0.260000,0.520000,561,3,0.540000,3783
2010,4/3/2018,April,2018,69,Bjarne Romnes,1735,321,,0,0.190000,0.740000,566,,0,0.330000,0.650000,990,0,0.570000,3784
2010,4/3/2018,April,2018,70,Bridge-Lake Point-Waunona,1119,154,,0,0.140000,0.550000,293,,0,0.260000,0.520000,488,0,0.440000,3785
2010,4/3/2018,April,2018,113,Bridge-Lake Point-Waunona,0,0,,0,0,0,0,,0,0,0,0,0,0,3786
2010,4/3/2018,April,2018,71,Badger Rock,1478,115,,0,0.080000,0.310000,268,,0,0.180000,0.360000,482,0,0.330000,3787
2010,4/3/2018,April,2018,139,Badger Rock,0,0,,0,0,0,0,,0,0,0,0,0,0,3788
2010,4/3/2018,April,2018,72,Catholic Multicultural Center,585,48,,0,0.080000,0.330000,120,,0,0.210000,0.410000,199,1,0.340000,3789
2010,4/3/2018,April,2018,73,Village on Park,685,40,,0,0.060000,0.230000,107,,0,0.160000,0.310000,182,0,0.270000,3790
2010,4/3/2018,April,2018,74,Leopold,457,26,,0,0.060000,0.230000,81,,0,0.180000,0.350000,133,0,0.290000,3791
2010,4/3/2018,April,2018,75,Leopold,1097,123,,0,0.110000,0.450000,282,,0,0.260000,0.510000,493,0,0.450000,3792
2010,4/3/2018,April,2018,76,Revival Ridge,767,38,,0,0.050000,0.200000,143,,0,0.190000,0.370000,244,0,0.320000,3793
2010,4/3/2018,April,2018,77,Toki,1682,215,,0,0.130000,0.510000,600,,0,0.360000,0.710000,912,0,0.540000,3794
2010,4/3/2018,April,2018,78,Thoreau,2292,419,,1,0.180000,0.730000,844,,1,0.370000,0.740000,1383,1,0.600000,3795
2010,4/3/2018,April,2018,79,Sequoya Library,2633,500,,0,0.190000,0.760000,1039,,1,0.390000,0.790000,1676,1,0.640000,3796
2010,4/3/2018,April,2018,80,Midvale,174,48,,0,0.280000,1.100000,85,,0,0.490000,0.980000,127,0,0.730000,3797
2010,4/3/2018,April,2018,81,Midvale,1586,358,,0,0.230000,0.900000,646,,0,0.410000,0.810000,1101,0,0.690000,3798
2010,4/3/2018,April,2018,83,Covenant Presbyterian,1483,311,,0,0.210000,0.840000,660,,0,0.450000,0.890000,1031,0,0.700000,3799
2010,4/3/2018,April,2018,84,Covenant Presbyterian,1637,202,,0,0.120000,0.490000,453,,0,0.280000,0.550000,696,0,0.430000,3800
2010,4/3/2018,April,2018,85,Stephens,1606,403,,0,0.250000,1,728,,0,0.450000,0.910000,1060,0,0.660000,3801
2010,4/3/2018,April,2018,86,Spring Harbor,1932,341,,0,0.180000,0.710000,778,,0,0.400000,0.810000,1070,1,0.550000,3802
2010,4/3/2018,April,2018,87,John Muir,2034,381,,0,0.190000,0.750000,670,,0,0.330000,0.660000,1166,1,0.570000,3803
2010,4/3/2018,April,2018,88,Alicia Ashman,1874,434,,0,0.230000,0.930000,735,,0,0.390000,0.780000,1042,0,0.560000,3804
2010,4/3/2018,April,2018,89,Oakwood Village University Woods,1945,271,,0,0.140000,0.560000,675,,1,0.350000,0.690000,1048,1,0.540000,3805
2010,4/3/2018,April,2018,90,Madison Ice Arena,656,59,,0,0.090000,0.360000,175,,0,0.270000,0.530000,237,1,0.360000,3806
2010,4/3/2018,April,2018,104,Madison Ice Arena,1514,112,,0,0.070000,0.300000,312,,0,0.210000,0.410000,533,1,0.350000,3807
2010,4/3/2018,April,2018,117,Madison Ice Arena,0,0,,0,0,0,0,,0,0,0,0,0,0,3808
2010,4/3/2018,April,2018,141,Madison Ice Arena,0,0,,0,0,0,0,,0,0,0,0,0,0,3809
2010,4/3/2018,April,2018,91,Falk,1379,175,,0,0.130000,0.510000,434,,0,0.310000,0.630000,747,0,0.540000,3810
2010,4/3/2018,April,2018,92,Meadowridge,1154,172,,0,0.150000,0.600000,283,,0,0.250000,0.490000,469,0,0.410000,3811
2010,4/3/2018,April,2018,95,Meadowridge,1625,250,,0,0.150000,0.620000,504,,0,0.310000,0.620000,779,0,0.480000,3812
2010,4/3/2018,April,2018,93,Good Shepherd,273,22,,0,0.080000,0.320000,35,,0,0.130000,0.260000,85,0,0.310000,3813
2010,4/3/2018,April,2018,94,Good Shepherd,741,99,,0,0.130000,0.530000,197,,0,0.270000,0.530000,378,0,0.510000,3814
2010,4/3/2018,April,2018,96,Heritage,1328,154,,0,0.120000,0.460000,319,,0,0.240000,0.480000,587,0,0.440000,3815
2010,4/3/2018,April,2018,99,Heritage,765,286,,0,0.370000,1.500000,156,,0,0.200000,0.410000,283,1,0.370000,3816
2010,4/3/2018,April,2018,97,St Mary's,2060,171,,0,0.080000,0.330000,414,,0,0.200000,0.400000,803,0,0.390000,3817
2010,4/3/2018,April,2018,98,Chavez,2427,262,,0,0.110000,0.430000,512,,0,0.210000,0.420000,985,1,0.410000,3818
2010,4/3/2018,April,2018,100,Meriter - McKee,1687,190,,0,0.110000,0.450000,447,,0,0.260000,0.530000,682,0,0.400000,3819
2010,4/3/2018,April,2018,101,Elver Park,498,44,,0,0.090000,0.350000,83,,0,0.170000,0.330000,184,0,0.370000,3820
2010,4/3/2018,April,2018,102,Elver Park,1067,92,,0,0.090000,0.340000,218,,0,0.200000,0.410000,379,0,0.360000,3821
2010,4/3/2018,April,2018,119,Elver Park,0,0,,0,0,0,0,,0,0,0,0,0,0,3822
2010,4/3/2018,April,2018,121,Elver Park,9,4,,0,0,0,4,,0,0,0,4,0,0,3823
2010,4/3/2018,April,2018,103,West Police,453,23,,0,0.050000,0.200000,64,,0,0.140000,0.280000,112,0,0.250000,3824
2010,4/3/2018,April,2018,114,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,3825
2010,4/3/2018,April,2018,115,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,3826
2010,4/3/2018,April,2018,116,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,3827
2010,4/3/2018,April,2018,105,Coventry Village,1796,205,,0,0.110000,0.460000,408,,0,0.230000,0.450000,656,1,0.370000,3828
2010,4/3/2018,April,2018,107,Coventry Village,1342,235,,0,0.180000,0.700000,423,,0,0.320000,0.630000,635,0,0.470000,3829
2010,4/3/2018,April,2018,127,Coventry Village,0,0,,0,0,0,0,,0,0,0,0,0,0,3830
2010,4/3/2018,April,2018,106,Blackhawk Church,2122,258,,0,0.120000,0.490000,473,,0,0.220000,0.450000,815,0,0.380000,3831
2010,4/3/2018,April,2018,125,Blackhawk Church,3,0,,0,0,0,2,,0,0,0,2,0,0,3832
2010,4/3/2018,April,2018,137,Blackhawk Church,0,0,,0,0,0,0,,0,0,0,0,0,0,3833
2010,4/3/2018,April,2018,140,Blackhawk Church,0,0,,0,0,0,0,,0,0,0,0,0,0,3834
2010,4/3/2018,April,2018,108,Lussier,1505,160,,0,0.110000,0.430000,430,,0,0.290000,0.570000,664,0,0.440000,3835
2010,4/3/2018,April,2018,109,High Point Church,1735,284,,0,0.160000,0.650000,550,,0,0.320000,0.630000,877,0,0.510000,3836
2010,4/3/2018,April,2018,110,Attic Angel Assoc,1260,225,,0,0.180000,0.710000,420,,0,0.330000,0.670000,590,0,0.470000,3837
2010,4/3/2018,April,2018,120,Attic Angel Assoc,0,0,,0,0,0,0,,0,0,0,0,0,0,3838
2010,4/3/2018,April,2018,111,The Jefferson,2043,235,,0,0.120000,0.460000,466,,0,0.230000,0.460000,790,0,0.390000,3839
2010,4/3/2018,April,2018,122,The Jefferson,17,1,,0,0,0,1,,0,0,0,6,0,0.350000,3840
2010,4/3/2018,April,2018,124,The Jefferson,24,2,,0,0,0,6,,0,0,0,8,0,0,3841
2010,4/3/2018,April,2018,138,The Jefferson,0,0,,0,0,0,0,,0,0,0,0,0,0,3842
2010,8/14/2018,August,2018,1,Glendale,1589,161,,0,0.100000,0.410000,290,,0,0.180000,0.370000,487,0,0.310000,3843
2010,8/14/2018,August,2018,2,Glendale,1024,135,,0,0.130000,0.530000,234,,0,0.230000,0.460000,451,0,0.440000,3844
2010,8/14/2018,August,2018,123,Glendale,0,0,,0,0,0,0,,0,0,0,0,0,0,3845
2010,8/14/2018,August,2018,3,City Church,798,89,,0,0.110000,0.450000,193,,0,0.240000,0.480000,333,0,0.420000,3846
2010,8/14/2018,August,2018,4,City Church,595,86,,0,0.140000,0.580000,179,,0,0.300000,0.600000,289,0,0.490000,3847
2010,8/14/2018,August,2018,7,City Church,1061,175,,0,0.160000,0.660000,339,,0,0.320000,0.640000,471,0,0.440000,3848
2010,8/14/2018,August,2018,5,Elvehjem,960,134,,0,0.140000,0.560000,284,,0,0.300000,0.590000,430,1,0.450000,3849
2010,8/14/2018,August,2018,6,Elvehjem,1753,260,,0,0.150000,0.590000,516,,0,0.290000,0.590000,812,0,0.460000,3850
2010,8/14/2018,August,2018,8,Door Creek Church,1677,199,,0,0.120000,0.470000,366,,0,0.220000,0.440000,689,0,0.410000,3851
2010,8/14/2018,August,2018,129,Door Creek Church,5,0,,0,0,0,0,,0,0,0,0,0,0,3852
2010,8/14/2018,August,2018,131,Door Creek Church,4,0,,0,0,0,2,,0,0.500000,1,3,0,0.750000,3853
2010,8/14/2018,August,2018,134,Door Creek Church,21,0,,0,0,0,5,,0,0.240000,0.480000,7,0,0.330000,3854
2010,8/14/2018,August,2018,9,Oak Park Place,2296,227,,0,0.100000,0.400000,664,,0,0.290000,0.580000,1011,0,0.440000,3855
2010,8/14/2018,August,2018,128,Oak Park Place,3,0,,0,0,0,0,,0,0,0,0,0,0,3856
2010,8/14/2018,August,2018,130,Oak Park Place,0,0,,0,0,0,0,,0,0,0,0,0,0,3857
2010,8/14/2018,August,2018,132,Oak Park Place,3,0,,0,0,0,2,,,0.670000,1.330000,0,0,0,3858
2010,8/14/2018,August,2018,133,Oak Park Place,2,0,,0,0,0,0,,0,0,0,0,0,0,3859
2010,8/14/2018,August,2018,10,Kennedy,1494,259,,0,0.170000,0.690000,476,,0,0.320000,0.640000,703,0,0.470000,3860
2010,8/14/2018,August,2018,11,American Family,729,42,,0,0.060000,0.230000,134,,0,0.180000,0.370000,216,0,0.300000,3861
2010,8/14/2018,August,2018,17,American Family,706,56,,0,0.080000,0.320000,176,,0,0.250000,0.500000,243,0,0.340000,3862
2010,8/14/2018,August,2018,12,New Beginnings,1768,254,,0,0.140000,0.570000,520,,0,0.290000,0.590000,807,1,0.460000,3863
2010,8/14/2018,August,2018,13,LaFollette,535,77,,0,0.140000,0.580000,135,,0,0.250000,0.500000,169,0,0.320000,3864
2010,8/14/2018,August,2018,14,LaFollette,475,92,,0,0.190000,0.770000,165,,0,0.350000,0.690000,331,0,0.700000,3865
2010,8/14/2018,August,2018,15,LaFollette,1035,197,,0,0.190000,0.760000,324,,0,0.310000,0.630000,545,0,0.530000,3866
2010,8/14/2018,August,2018,16,Whitehorse,2370,304,,0,0.130000,0.510000,737,,0,0.310000,0.620000,1202,0,0.510000,3867
2010,8/14/2018,August,2018,18,Hy-Vee,797,51,,0,0.060000,0.260000,162,,0,0.200000,0.410000,275,0,0.350000,3868
2010,8/14/2018,August,2018,21,Hy-Vee,848,71,,0,0.080000,0.330000,194,,0,0.230000,0.460000,300,0,0.350000,3869
2010,8/14/2018,August,2018,19,E. Madison Community Cntr,731,58,,0,0.080000,0.320000,153,,0,0.210000,0.420000,255,0,0.350000,3870
2010,8/14/2018,August,2018,20,E. Madison Community Cntr,189,18,,0,0.100000,0.380000,49,,0,0.260000,0.520000,77,0,0.410000,3871
2010,8/14/2018,August,2018,22,Streets East,1339,125,,0,0.090000,0.370000,289,,0,0.220000,0.430000,460,0,0.340000,3872
2010,8/14/2018,August,2018,136,Streets East,3,0,,0,0,0,0,,0,0,0,0,0,0,3873
2010,8/14/2018,August,2018,23,Fire Station #11,585,78,,0,0.130000,0.530000,136,,0,0.230000,0.460000,205,0,0.350000,3874
2010,8/14/2018,August,2018,24,Oakwood Village Prairie Ridge,736,110,,0,0.150000,0.600000,265,,0,0.360000,0.720000,346,0,0.470000,3875
